RAM 5617/15825MB (lfb 247x4MB) SWAP 6/7912MB (cached 0MB) CPU [79%@2265,78%@2265,78%@2265,92%@2265,75%@2265,78%@2265,78%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 2% AO@44.5C GPU@52C Tdiode@47C PMIC@50C AUX@46C CPU@52C thermal@48.8C Tboard@43C GPU 0/0 CPU 11175/11175 SOC 3367/3367 CV 0/0 VDDRQ 1071/1071 SYS5V 3104/3104
RAM 5703/15825MB (lfb 212x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,86%@2265,86%@2265,87%@2265,87%@2265,99%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 11787/11876 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5705/15825MB (lfb 212x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,88%@2265,87%@2265,88%@2265,99%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11026/11873 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,86%@2265,88%@2265,87%@2265,87%@2265,100%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11787/11873 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2962
RAM 5774/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,87%@2265,86%@2265,86%@2265,99%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11873 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2962
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,86%@2265,87%@2265,87%@2265,86%@2265,87%@2265,99%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11175/11871 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2962
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,86%@2265,86%@2265,86%@2265,86%@2265,100%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11870 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5788/15825MB (lfb 196x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,86%@2265,86%@2265,87%@2265,87%@2265,99%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@44C GPU 0/0 CPU 11328/11869 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,87%@2265,87%@2265,87%@2265,99%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 11175/11867 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,85%@2265,85%@2265,85%@2265,86%@2265,100%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11634/11867 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5792/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,86%@2265,87%@2265,87%@2265,87%@2265,99%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 11328/11865 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5661/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,86%@2265,85%@2265,86%@2265,86%@2265,99%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 11175/11864 SOC 3061/3141 CV 0/0 VDDRQ 612/678 SYS5V 2943/2962
RAM 5694/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,87%@2265,86%@2265,86%@2265,87%@2265,99%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 11787/11863 SOC 3061/3141 CV 0/0 VDDRQ 612/678 SYS5V 2943/2962
RAM 5663/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,84%@2265,85%@2265,84%@2265,84%@2265,99%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46C GPU@56C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 13307/11867 SOC 3518/3142 CV 0/0 VDDRQ 1070/679 SYS5V 3144/2962
RAM 5625/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,87%@2265,86%@2265,86%@2265,86%@2265,100%@2265,86%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.85C Tboard@43C GPU 0/0 CPU 12700/11869 SOC 3365/3143 CV 0/0 VDDRQ 917/680 SYS5V 3104/2963
RAM 5724/15825MB (lfb 209x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,85%@2265,85%@2265,86%@2265,99%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11869 SOC 3060/3142 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5629/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,84%@2265,86%@2265,85%@2265,86%@2265,84%@2265,98%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.05C Tboard@43C GPU 0/0 CPU 12093/11870 SOC 3061/3142 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5629/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,85%@2265,85%@2265,84%@2265,99%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11481/11869 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2903/2963
RAM 5727/15825MB (lfb 209x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,85%@2265,84%@2265,85%@2265,84%@2265,98%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.35C Tboard@43C GPU 0/0 CPU 11634/11868 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2943/2963
RAM 5631/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,85%@2265,84%@2265,85%@2265,84%@2265,99%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11868 SOC 3061/3142 CV 0/0 VDDRQ 612/679 SYS5V 2903/2962
RAM 5631/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,86%@2265,86%@2265,86%@2265,85%@2265,97%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 11634/11868 SOC 3061/3141 CV 0/0 VDDRQ 612/679 SYS5V 2903/2962
RAM 5725/15825MB (lfb 209x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,99%@2265,85%@2265,85%@2265,85%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11634/11867 SOC 3061/3141 CV 0/0 VDDRQ 612/679 SYS5V 2943/2962
RAM 5631/15825MB (lfb 231x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,85%@2265,98%@2265,83%@2265,86%@2265,86%@2265,84%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11940/11868 SOC 3061/3141 CV 0/0 VDDRQ 612/679 SYS5V 2903/2962
RAM 5681/15825MB (lfb 225x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,85%@2265,99%@2265,85%@2265,86%@2265,84%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@55C thermal@51.75C Tboard@43C GPU 0/0 CPU 13613/11872 SOC 3671/3142 CV 0/0 VDDRQ 1070/679 SYS5V 3185/2963
RAM 5683/15825MB (lfb 225x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,82%@2265,82%@2265,84%@2265,82%@2265,97%@2265,83%@2265,82%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49C PMIC@50C AUX@48C CPU@55.5C thermal@52.55C Tboard@43C GPU 0/0 CPU 13001/11875 SOC 3671/3144 CV 0/0 VDDRQ 1223/681 SYS5V 3185/2963
RAM 5851/15825MB (lfb 187x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,86%@2265,86%@2265,86%@2265,99%@2265,86%@2265,86%@2265] EMC_FREQ 9%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.55C Tboard@43C GPU 0/0 CPU 13307/11878 SOC 3518/3145 CV 0/0 VDDRQ 1070/682 SYS5V 3144/2964
RAM 5835/15825MB (lfb 186x4MB) SWAP 6/7912MB (cached 0MB) CPU [98%@2265,87%@2265,87%@2265,85%@2265,87%@2265,88%@2265,86%@2265,86%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11481/11877 SOC 3214/3145 CV 0/0 VDDRQ 765/682 SYS5V 2983/2964
RAM 5730/15825MB (lfb 205x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,87%@2265,87%@2265,87%@2265,88%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@51.65C Tboard@44C GPU 0/0 CPU 11481/11876 SOC 3061/3144 CV 0/0 VDDRQ 612/682 SYS5V 2943/2964
RAM 5689/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,88%@2265,88%@2265,87%@2265,88%@2265,88%@2265,88%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11481/11875 SOC 3061/3144 CV 0/0 VDDRQ 612/682 SYS5V 2943/2964
RAM 5689/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,87%@2265,87%@2265,88%@2265,88%@2265,97%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11175/11874 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5688/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,89%@2265,88%@2265,88%@2265,88%@2265,88%@2265,99%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11022/11871 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5688/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,89%@2265,87%@2265,87%@2265,87%@2265,88%@2265,99%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 10567/11868 SOC 3063/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5874/15825MB (lfb 184x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,89%@2265,88%@2265,90%@2265,89%@2265,99%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 10567/11865 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5867/15825MB (lfb 184x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,87%@2265,86%@2265,88%@2265,87%@2265,98%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 10869/11863 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5849/15825MB (lfb 184x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,87%@2265,87%@2265,87%@2265,98%@2265,88%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@43C GPU 0/0 CPU 11175/11861 SOC 3214/3143 CV 0/0 VDDRQ 765/681 SYS5V 2943/2963
RAM 5835/15825MB (lfb 186x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,87%@2265,88%@2265,88%@2265,99%@2265,88%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 11481/11860 SOC 3214/3144 CV 0/0 VDDRQ 765/681 SYS5V 2983/2963
RAM 5688/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,87%@2265,85%@2265,87%@2265,87%@2265,98%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.75C Tboard@43C GPU 0/0 CPU 11328/11859 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2903/2963
RAM 5688/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,89%@2265,89%@2265,88%@2265,89%@2265,98%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 11634/11858 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5689/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,88%@2265,87%@2265,87%@2265,87%@2265,88%@2265,98%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 11026/11856 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5689/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,87%@2265,87%@2265,88%@2265,87%@2265,89%@2265,98%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@43C GPU 0/0 CPU 10720/11854 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5689/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,88%@2265,88%@2265,87%@2265,88%@2265,99%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 10567/11851 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5874/15825MB (lfb 185x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,88%@2265,89%@2265,98%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 10720/11848 SOC 3061/3142 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5865/15825MB (lfb 185x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,87%@2265,87%@2265,87%@2265,88%@2265,99%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11022/11846 SOC 3214/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5847/15825MB (lfb 185x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,87%@2265,86%@2265,87%@2265,87%@2265,98%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.75C Tboard@43C GPU 0/0 CPU 11175/11844 SOC 3214/3143 CV 0/0 VDDRQ 765/680 SYS5V 2943/2963
RAM 5831/15825MB (lfb 187x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,87%@2265,87%@2265,87%@2265,88%@2265,98%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 11481/11843 SOC 3214/3143 CV 0/0 VDDRQ 765/680 SYS5V 2983/2963
RAM 5740/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,86%@2265,87%@2265,87%@2265,99%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 11022/11842 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2963
RAM 5691/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,84%@2265,85%@2265,84%@2265,100%@2265,85%@2265,85%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46C GPU@55.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@55C thermal@52.35C Tboard@43C GPU 0/0 CPU 12695/11844 SOC 3518/3144 CV 0/0 VDDRQ 1070/681 SYS5V 3185/2963
RAM 5701/15825MB (lfb 213x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,98%@2265,86%@2265,86%@2265,86%@2265,86%@2265,84%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 12093/11844 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2963
RAM 5654/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,99%@2265,84%@2265,85%@2265,84%@2265,85%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 12247/11845 SOC 3060/3143 CV 0/0 VDDRQ 612/681 SYS5V 2903/2963
RAM 5745/15825MB (lfb 202x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,99%@2265,85%@2265,86%@2265,86%@2265,87%@2265,86%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@51.75C Tboard@43C GPU 0/0 CPU 11940/11845 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2903/2963
RAM 5632/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,85%@2265,99%@2265,84%@2265,85%@2265,84%@2265,83%@2265,84%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54C thermal@51.65C Tboard@43C GPU 0/0 CPU 11940/11846 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2903/2963
RAM 5631/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,100%@2265,85%@2265,86%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 12247/11846 SOC 3060/3143 CV 0/0 VDDRQ 612/680 SYS5V 2903/2963
RAM 5643/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [82%@2265,83%@2265,99%@2265,83%@2265,83%@2265,83%@2265,82%@2265,84%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48C CPU@55C thermal@52.65C Tboard@43C GPU 0/0 CPU 13001/11849 SOC 3671/3144 CV 0/0 VDDRQ 1070/681 SYS5V 3185/2963
RAM 5743/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,91%@2265,86%@2265,87%@2265,96%@2265,87%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.95C Tboard@43C GPU 0/0 CPU 12088/11850 SOC 3366/3144 CV 0/0 VDDRQ 764/681 SYS5V 3024/2963
